id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
495,Academia Talento DF 5,Planaltina,Serviço,ME,Masculino,52,Pessoas,Capacitação em liderança para o(a) proprietário(a),2025-02-06,2025-08-07,4,3053.64,851.85,550.45,4,3285.0,955.81,582.3,42.0,5
496,Estúdio do Cerrado 4,Ceilândia,Serviço,ME,Masculino,28,Finanças,Separação financeira entre pessoa física e jurídica,2024-10-26,2025-04-26,1,6903.18,2216.9,4686.28,2,9081.53,2532.31,3274.61,78.2,10
497,Oficina Lago Sul 2,Ceilândia,Serviço,ME,Feminino,49,Finanças,Capacitação em gestão de capital de giro,2025-11-18,2026-05-19,4,3065.29,1246.34,454.74,3,1992.44,909.74,360.9,2.5,3
498,Estúdio JK 2,Planaltina,Serviço,ME,Masculino,35,Finanças,Consultoria em precificação e formação de preço de venda,2025-03-27,2025-09-25,9,4244.78,1322.72,324.67,9,4538.61,1479.64,339.89,40.4,8
499,Mercearia Brasília,Taguatinga,Comércio,ME,Masculino,34,Finanças,Consultoria em precificação e formação de preço de venda,2025-01-12,2025-07-13,8,17427.36,11128.94,787.3,7,13072.6,8983.36,584.18,17.6,2
500,Studio das Águas Claras 2,Guará,Serviço,EPP,Masculino,53,Finanças,Consultoria em precificação e formação de preço de venda,2025-07-31,2026-01-29,40,30001.0,12137.68,446.58,40,19771.63,8835.47,273.4,21.8,5
501,Escritório do Planalto 2,Sobradinho,Serviço,ME,Feminino,46,Marketing,Consultoria em posicionamento de marca,2025-06-26,2025-12-25,3,14971.02,5355.34,3205.23,3,18841.2,5911.69,4309.84,79.3,9
502,Loja do Cerrado 2,Taguatinga,Comércio,EPP,Masculino,30,Finanças,Capacitação em gestão de capital de giro,2025-03-20,2025-09-18,26,79393.2,46645.37,1259.53,27,100244.13,56805.69,1608.83,63.9,10
503,Mercearia Sol Nascente,Gama,Comércio,ME,Masculino,42,Operações,Padronização de processos operacionais,2026-01-16,2026-07-17,1,15962.38,9337.48,6624.9,1,12588.53,7798.19,4790.34,27.0,5
504,Mercadinho Buriti 2,Taguatinga,Comércio,ME,Feminino,40,Pessoas,Definição de rotinas e organograma da equipe,2026-01-16,2026-07-17,8,3353.65,2046.55,163.39,7,2557.15,1674.03,126.16,20.4,4
505,Assessoria Bandeirante 2,Samambaia,Serviço,ME,Feminino,19,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-03-18,2025-09-16,2,4258.04,1322.56,1467.74,1,2767.72,998.05,1769.68,14.1,2
506,Armarinhos Buriti 2,Riacho Fundo,Comércio,ME,Feminino,74,Marketing,Consultoria em posicionamento de marca,2025-08-07,2026-02-05,6,9809.64,5663.44,691.03,6,8902.69,5142.51,626.7,49.8,5
507,Espaço Bandeirante 3,Gama,Serviço,ME,Feminino,37,Finanças,Plano de redução e renegociação de custos fixos,2024-07-02,2024-12-31,3,12288.11,5123.31,2388.27,3,16422.12,5804.93,3539.07,92.3,10
508,Assessoria das Águas Claras 2,Riacho Fundo,Serviço,ME,Masculino,38,Finanças,Separação financeira entre pessoa física e jurídica,2025-02-26,2025-08-27,6,4951.71,1517.83,572.31,6,5419.28,1473.37,657.65,73.1,8
509,Academia Meridiano 3,Taguatinga,Serviço,ME,Masculino,38,Finanças,Capacitação em gestão de capital de giro,2025-02-25,2025-08-26,8,5652.45,2320.04,416.55,8,4806.52,2091.07,339.43,33.6,6
510,Espaço Candango 4,Plano Piloto,Serviço,ME,Feminino,43,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-02-02,2025-08-03,3,4057.77,1804.45,751.11,4,5097.1,2150.42,736.67,65.2,5
511,Clínica Meridiano 3,Planaltina,Serviço,ME,Feminino,30,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-10-27,2026-04-27,1,21636.65,6845.67,14790.98,1,15600.61,5715.94,9884.67,13.6,3
512,Academia Cristal 4,Planaltina,Serviço,EPP,Masculino,69,Comercial,Plano de expansão de canais de venda,2025-05-23,2025-11-21,36,65663.83,29157.77,1014.06,36,78554.97,32207.24,1287.44,72.7,8
513,Ótica JK,Núcleo Bandeirante,Comércio,ME,Feminino,44,Comercial,Treinamento de técnicas de vendas para a equipe,2025-03-15,2025-09-13,5,6016.27,3539.01,495.45,5,6395.2,3823.31,514.38,43.6,8
514,Studio Brasília 2,Ceilândia,Serviço,ME,Masculino,54,Comercial,Criação de script de atendimento comercial,2025-02-19,2025-08-20,2,8151.62,3093.46,2529.08,2,7984.55,2947.42,2518.56,56.9,8
515,Espaço Ipê Amarelo 2,São Sebastião,Serviço,ME,Feminino,43,Finanças,Capacitação em gestão de capital de giro,2025-06-13,2025-12-12,1,8411.74,3770.44,4641.29,1,9139.64,3902.04,5237.6,64.2,9
516,Escritório Brasília 3,São Sebastião,Serviço,ME,Feminino,34,Pessoas,Estruturação de processo seletivo e onboarding,2024-10-14,2025-04-14,5,15530.62,6393.56,1827.41,5,18935.55,7187.45,2349.62,71.4,10
517,Espaço Sol Nascente 4,Gama,Serviço,ME,Masculino,24,Finanças,Capacitação em gestão de capital de giro,2024-10-28,2025-04-28,6,4517.51,1336.91,530.1,6,5187.08,1354.56,638.75,73.2,9
518,Studio Cristal 3,Plano Piloto,Serviço,ME,Feminino,44,Comercial,Criação de script de atendimento comercial,2025-04-14,2025-10-13,2,16125.44,4861.28,5632.08,2,17156.7,5046.07,6055.32,54.9,5
519,Oficina Bandeirante 2,Planaltina,Serviço,EPP,Masculino,31,Comercial,Consultoria em negociação com fornecedores e clientes,2024-12-12,2025-06-12,33,58381.73,17659.66,1234.0,33,80724.62,20373.77,1828.81,83.4,10
520,Assessoria JK 2,Samambaia,Serviço,ME,Feminino,36,Finanças,Plano de redução e renegociação de custos fixos,2025-07-16,2026-01-14,5,3714.37,1629.12,417.05,5,4437.08,1729.79,541.46,82.5,10
521,Armarinhos do Cerrado 2,Sobradinho,Comércio,ME,Masculino,57,Comercial,Treinamento de técnicas de vendas para a equipe,2025-12-02,2026-06-02,2,16100.88,9645.75,3227.56,2,17046.11,9733.88,3656.12,68.7,6
522,Cerâmica Brasília,Planaltina,Indústria,ME,Masculino,32,Operações,Consultoria em gestão da qualidade,2025-01-05,2025-07-06,12,2858.4,1577.62,106.73,12,2613.54,1473.44,95.01,42.1,5
523,Salão do Cerrado 5,Vicente Pires,Serviço,ME,Masculino,28,Finanças,Implementação de fluxo de caixa semanal,2025-05-19,2025-11-17,6,7513.55,2404.17,851.56,6,9142.06,2544.03,1099.67,77.8,10
524,Armarinhos Brasília 2,Recanto das Emas,Comércio,ME,Feminino,53,Marketing,Estruturação de presença em redes sociais,2024-11-20,2025-05-21,2,21214.9,13201.06,4006.92,2,20953.42,12934.63,4009.4,53.3,8
525,Mercearia Cristal,Planaltina,Comércio,ME,Masculino,34,Comercial,Consultoria em negociação com fornecedores e clientes,2025-09-27,2026-03-28,7,12155.66,7678.05,639.66,8,16005.88,9065.63,867.53,93.5,10
526,Marcenaria Cristal,Guará,Indústria,ME,Masculino,67,Finanças,Capacitação em gestão de capital de giro,2024-10-11,2025-04-11,5,10300.44,5346.02,990.88,5,10415.87,5368.43,1009.49,52.4,5
527,Ótica Sol Nascente 2,Planaltina,Comércio,ME,Feminino,42,Finanças,Implementação de fluxo de caixa semanal,2025-04-15,2025-10-14,6,4264.79,2857.35,234.57,7,5809.9,3517.81,327.44,93.0,10
528,Empório JK,Riacho Fundo,Comércio,ME,Feminino,27,Finanças,Consultoria em precificação e formação de preço de venda,2025-01-08,2025-07-09,8,5147.76,3269.31,234.81,9,6230.4,3774.65,272.86,69.5,7
529,Papelaria Brasília 2,Taguatinga,Comércio,ME,Masculino,29,Finanças,Implementação de fluxo de caixa semanal,2025-09-10,2026-03-11,9,17922.9,11438.43,720.5,9,20750.29,12586.14,907.13,71.1,7
530,Pet Shop Meridiano 2,Núcleo Bandeirante,Comércio,ME,Feminino,74,Comercial,Implementação de funil de vendas estruturado,2024-10-28,2025-04-28,3,10621.13,6916.47,1234.89,3,14363.04,8721.94,1880.37,79.3,8
531,Escritório Meridiano 2,Sobradinho,Serviço,ME,Masculino,33,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-10-01,2025-04-01,4,13647.97,4384.22,2315.94,4,14934.78,4298.02,2659.19,72.3,8
532,Academia das Águas Claras 2,São Sebastião,Serviço,ME,Masculino,37,Marketing,Criação de plano de marketing digital,2025-09-09,2026-03-10,1,8362.17,3352.49,5009.68,1,7829.07,3045.99,4783.08,57.9,4
533,Studio Sol Nascente 3,Planaltina,Serviço,ME,Feminino,34,Pessoas,Definição de rotinas e organograma da equipe,2025-05-06,2025-11-04,9,6755.81,2369.24,487.4,9,6785.8,2331.92,494.88,54.7,5
534,Escritório do Cerrado 3,São Sebastião,Serviço,ME,Masculino,29,Comercial,Consultoria em negociação com fornecedores e clientes,2025-06-25,2025-12-24,3,12672.55,4458.74,2737.94,3,14793.83,4863.36,3310.16,65.4,6
535,Estúdio Alvorada 2,Samambaia,Serviço,EPP,Masculino,71,Marketing,Consultoria em posicionamento de marca,2025-09-28,2026-03-29,42,55912.6,16324.75,942.57,42,46359.63,15538.31,733.84,21.2,5
536,Studio Lago Sul 3,Santa Maria,Serviço,ME,Feminino,30,Marketing,Estruturação de presença em redes sociais,2024-11-23,2025-05-24,9,9346.98,2394.39,772.51,10,11634.09,2716.76,891.73,65.1,8
537,Salão do Planalto 2,Taguatinga,Serviço,ME,Masculino,22,Finanças,Plano de redução e renegociação de custos fixos,2024-10-26,2025-04-26,5,7224.41,2975.41,849.8,5,6922.25,2946.49,795.15,40.8,5
538,Studio do Planalto 3,Samambaia,Serviço,ME,Feminino,36,Comercial,Criação de script de atendimento comercial,2026-01-27,2026-07-28,7,3424.78,1442.16,283.23,7,3952.55,1640.69,330.27,54.0,9
539,Distribuidora das Águas Claras 2,Águas Claras,Comércio,EPP,Feminino,48,Marketing,Criação de plano de marketing digital,2024-08-07,2025-02-05,28,71657.95,42869.32,1028.17,28,58781.12,37749.2,751.14,20.7,3
540,Espaço do Cerrado 3,Plano Piloto,Serviço,ME,Masculino,32,Operações,Implementação de controle de estoque,2025-06-29,2025-12-28,6,14179.35,4565.84,1602.25,6,13284.98,4241.98,1507.17,51.8,5
541,Clínica Candango 4,Plano Piloto,Serviço,ME,Feminino,33,Comercial,Plano de expansão de canais de venda,2025-01-24,2025-07-25,3,10417.19,3350.21,2355.66,3,6771.17,2516.19,1418.33,0.0,1
542,Ótica Bandeirante 2,Sobradinho,Comércio,ME,Masculino,56,Finanças,Plano de redução e renegociação de custos fixos,2024-08-26,2025-02-24,8,5560.48,3819.17,217.66,8,6437.1,4445.41,248.96,47.5,4
543,Mercadinho das Águas Claras 2,Samambaia,Comércio,EPP,Feminino,45,Pessoas,Capacitação em liderança para o(a) proprietário(a),2026-01-03,2026-07-04,14,72451.17,42561.24,2135.0,14,83661.58,47841.64,2558.57,60.4,6
544,Alimentos Lago Sul,Santa Maria,Indústria,ME,Masculino,51,Finanças,Plano de redução e renegociação de custos fixos,2025-10-19,2026-04-19,13,16232.14,10481.79,442.33,13,16864.99,10923.33,457.05,48.7,7
545,Ótica do Cerrado 2,Ceilândia,Comércio,EPP,Feminino,49,Pessoas,Definição de rotinas e organograma da equipe,2024-10-14,2025-04-14,46,45685.32,25692.16,434.63,46,50331.03,27904.65,487.53,55.3,7
546,Mercearia das Águas Claras 2,Santa Maria,Comércio,ME,Masculino,53,Operações,Implementação de controle de estoque,2025-09-03,2026-03-04,8,9260.23,6896.59,295.46,7,7428.03,5748.21,239.97,30.6,8
547,Oficina Candango 3,Sobradinho,Serviço,EPP,Masculino,35,Operações,Implementação de controle de estoque,2025-09-12,2026-03-13,40,42299.12,11156.66,778.56,40,44020.34,10996.56,825.59,59.3,6
548,Oficina do Planalto 3,Águas Claras,Serviço,ME,Masculino,28,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-04-02,2025-10-01,6,9369.7,2937.43,1072.05,6,7509.93,2536.87,828.84,33.8,5
549,Assessoria Meridiano 2,Santa Maria,Serviço,ME,Masculino,45,Finanças,Capacitação em gestão de capital de giro,2026-01-05,2026-07-06,9,13596.04,4080.7,1057.26,9,16500.77,4420.37,1342.27,71.5,8
550,Mercadinho JK 2,Vicente Pires,Comércio,ME,Masculino,52,Marketing,Criação de plano de marketing digital,2024-10-21,2025-04-21,8,11949.21,7192.55,594.58,8,12504.92,7467.02,629.74,53.2,10
551,Fábrica Cristal,Sobradinho,Indústria,ME,Masculino,72,Operações,Consultoria em gestão da qualidade,2024-07-15,2025-01-13,6,9541.46,6191.78,558.28,6,11055.96,6862.81,698.86,68.8,9
552,Clínica Sol Nascente 2,Plano Piloto,Serviço,ME,Masculino,36,Operações,Mapeamento e otimização de processos internos,2025-10-08,2026-04-08,6,7144.13,2440.94,783.87,6,8616.21,2556.17,1010.01,80.0,10
553,Oficina Bandeirante 3,Planaltina,Serviço,ME,Masculino,28,Finanças,Capacitação em gestão de capital de giro,2025-01-05,2025-07-06,4,26301.87,7204.14,4774.43,4,26811.4,6684.14,5031.82,66.4,9
554,Estúdio Brasília 2,Sobradinho,Serviço,ME,Masculino,43,Finanças,Separação financeira entre pessoa física e jurídica,2024-08-15,2025-02-13,3,5150.85,2299.63,950.41,3,7549.61,2838.32,1570.43,97.0,10
555,Espaço das Águas Claras 5,Samambaia,Serviço,ME,Masculino,35,Comercial,Plano de expansão de canais de venda,2026-01-12,2026-07-13,8,12516.21,3736.5,1097.46,8,13826.55,3393.49,1304.13,85.4,7
556,Estúdio do Planalto 3,Sobradinho,Serviço,ME,Feminino,44,Comercial,Plano de expansão de canais de venda,2025-02-11,2025-08-12,1,7607.43,2012.24,5595.2,1,6666.48,1892.34,4774.13,37.1,6
557,Assessoria Meridiano 3,Plano Piloto,Serviço,EPP,Masculino,53,Marketing,Plano de captação de clientes via marketing local,2025-11-10,2026-05-11,15,58084.4,14802.0,2885.49,14,50907.53,13148.71,2697.06,47.7,5
558,Cerâmica Ipê Amarelo,Sobradinho,Indústria,ME,Masculino,36,Operações,Implementação de controle de estoque,2025-10-12,2026-04-12,3,10509.4,5702.88,1602.17,3,8596.74,4855.83,1246.97,35.2,5
559,Clínica Lago Sul 2,Ceilândia,Serviço,ME,Feminino,18,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-12-03,2025-06-03,2,16768.39,7271.89,4748.25,2,16478.41,7101.64,4688.38,51.8,6
560,Distribuidora Candango 2,Ceilândia,Comércio,ME,Feminino,41,Marketing,Desenvolvimento de identidade visual e branding,2025-10-02,2026-04-02,5,6635.9,3672.26,592.73,5,6653.23,3780.65,574.52,40.1,5
561,Boutique Cristal 2,Núcleo Bandeirante,Comércio,EPP,Masculino,35,Finanças,Separação financeira entre pessoa física e jurídica,2025-03-14,2025-09-12,47,54054.37,37569.69,350.74,47,52508.22,35652.31,358.64,60.7,6
562,Clínica Bandeirante 5,São Sebastião,Serviço,ME,Masculino,65,Comercial,Implementação de funil de vendas estruturado,2025-06-20,2025-12-19,9,11479.28,3467.71,890.17,9,12720.3,3491.52,1025.42,68.4,6
563,Clínica Alvorada 4,Riacho Fundo,Serviço,ME,Feminino,35,Comercial,Treinamento de técnicas de vendas para a equipe,2024-11-22,2025-05-23,9,9381.84,2756.5,736.15,9,8073.3,2451.96,624.59,43.4,7
564,Loja Meridiano 2,Vicente Pires,Comércio,EPP,Feminino,40,Finanças,Separação financeira entre pessoa física e jurídica,2024-06-05,2024-12-04,40,186367.36,128734.74,1440.82,40,150127.18,108723.3,1035.1,27.7,6
565,Espaço Bandeirante 4,Águas Claras,Serviço,EPP,Feminino,38,Finanças,Consultoria em precificação e formação de preço de venda,2024-09-25,2025-03-26,28,48579.54,19411.15,1041.73,29,58248.9,21396.26,1270.78,71.5,10
566,Pet Shop Cristal 2,Samambaia,Comércio,ME,Masculino,42,Comercial,Plano de expansão de canais de venda,2024-12-21,2025-06-21,7,5444.8,3603.38,263.06,7,7118.89,4361.05,393.98,82.8,10
567,Estúdio Cristal 2,Taguatinga,Serviço,ME,Masculino,24,Finanças,Consultoria em precificação e formação de preço de venda,2025-04-30,2025-10-29,3,17018.5,4943.04,4025.15,2,15138.27,4299.28,5419.49,54.3,7
568,Papelaria Alvorada 2,Planaltina,Comércio,ME,Masculino,64,Marketing,Consultoria em posicionamento de marca,2025-11-03,2026-05-04,6,12257.7,6757.2,916.75,6,11707.24,6660.97,841.04,38.2,6
569,Distribuidora JK 2,Taguatinga,Comércio,ME,Masculino,67,Finanças,Plano de redução e renegociação de custos fixos,2024-09-16,2025-03-17,1,6163.91,4299.05,1864.86,1,7275.49,4708.74,2566.75,83.5,10
570,Estúdio Talento DF 3,Vicente Pires,Serviço,ME,Masculino,41,Finanças,Separação financeira entre pessoa física e jurídica,2025-08-15,2026-02-13,9,15511.75,5738.15,1085.96,9,13279.07,5205.04,897.12,35.3,6
571,Escritório Candango 2,Ceilândia,Serviço,ME,Feminino,44,Finanças,Plano de redução e renegociação de custos fixos,2025-09-01,2026-03-02,9,4857.82,1624.99,359.2,8,3390.36,1303.62,260.84,7.6,3
572,Metalúrgica do Cerrado,Taguatinga,Indústria,ME,Masculino,19,Marketing,Plano de captação de clientes via marketing local,2025-10-08,2026-04-08,14,7862.31,3873.89,284.89,14,7087.89,3774.06,236.7,23.5,8
573,Escritório Talento DF 3,Samambaia,Serviço,ME,Feminino,37,Marketing,Plano de captação de clientes via marketing local,2025-10-10,2026-04-10,2,6183.64,2488.22,1847.71,2,7283.52,2654.39,2314.57,75.3,7
574,Escritório do Planalto 3,Taguatinga,Serviço,ME,Feminino,38,Comercial,Criação de script de atendimento comercial,2024-07-09,2025-01-07,3,12556.38,3317.13,3079.75,3,10076.44,2903.82,2390.87,34.0,5
575,Oficina Lago Sul 3,Taguatinga,Serviço,ME,Masculino,52,Finanças,Capacitação em gestão de capital de giro,2024-10-11,2025-04-11,7,5999.23,2270.95,532.61,7,6882.46,2390.56,641.7,70.8,8
576,Espaço Ipê Amarelo 3,Recanto das Emas,Serviço,EPP,Masculino,24,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-12-26,2026-06-26,29,70362.5,27278.11,1485.67,28,51132.18,21993.47,1040.67,21.7,4
577,Armarinhos Talento DF 2,Plano Piloto,Comércio,EPP,Feminino,47,Marketing,Desenvolvimento de identidade visual e branding,2025-06-21,2025-12-20,31,77525.28,46100.52,1013.7,32,109255.73,57315.72,1623.13,96.7,10
578,Distribuidora Ipê Amarelo 2,Recanto das Emas,Comércio,ME,Masculino,26,Marketing,Estruturação de presença em redes sociais,2024-10-18,2025-04-18,4,12610.52,8154.78,1113.93,4,16936.84,10167.44,1692.35,80.9,10
579,Escritório Lago Sul 2,Riacho Fundo,Serviço,ME,Masculino,41,Marketing,Desenvolvimento de identidade visual e branding,2026-01-29,2026-07-30,8,11428.58,4046.17,922.8,8,12623.75,4385.99,1029.72,54.4,7
580,Papelaria das Águas Claras 2,Recanto das Emas,Comércio,ME,Feminino,40,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-12-20,2025-06-20,2,6387.17,4268.27,1059.45,2,7242.99,4664.17,1289.41,66.2,9
581,Consultoria Alvorada 2,Guará,Serviço,ME,Feminino,28,Pessoas,Definição de rotinas e organograma da equipe,2024-11-24,2025-05-25,4,23981.25,10317.63,3415.9,4,17124.77,8223.96,2225.2,6.0,1
582,Escritório do Cerrado 4,Plano Piloto,Serviço,ME,Feminino,36,Comercial,Implementação de funil de vendas estruturado,2025-10-26,2026-04-26,3,5115.63,1837.96,1092.56,3,4550.43,1636.26,971.39,49.8,5
583,Assessoria Brasília 3,Taguatinga,Serviço,EPP,Masculino,53,Marketing,Consultoria em posicionamento de marca,2026-01-07,2026-07-08,37,129623.35,34151.05,2580.33,37,130156.32,38391.39,2480.13,29.0,8
584,Marcenaria Talento DF,Plano Piloto,Indústria,EPP,Masculino,43,Finanças,Plano de redução e renegociação de custos fixos,2025-02-03,2025-08-04,42,38405.21,19932.09,439.84,41,29884.34,16379.44,329.39,30.6,7
585,Espaço do Planalto 3,Núcleo Bandeirante,Serviço,EPP,Masculino,23,Marketing,Desenvolvimento de identidade visual e branding,2025-06-29,2025-12-28,21,125355.14,47091.59,3726.84,21,131900.12,44979.97,4139.05,73.1,7
586,Espaço Sol Nascente 5,Recanto das Emas,Serviço,EPP,Feminino,40,Comercial,Treinamento de técnicas de vendas para a equipe,2025-06-28,2025-12-27,16,55327.88,17518.37,2363.09,17,83680.4,20282.3,3729.3,99.5,10
587,Espaço Talento DF 3,Samambaia,Serviço,EPP,Masculino,27,Finanças,Separação financeira entre pessoa física e jurídica,2024-10-16,2025-04-16,44,237480.24,95844.19,3219.0,44,179834.26,79511.57,2280.06,24.3,5
588,Empório Bandeirante,Águas Claras,Comércio,ME,Masculino,39,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-05-03,2025-11-01,2,3435.06,2019.75,707.65,2,2979.91,1840.63,569.64,30.2,6
589,Consultoria das Águas Claras 2,São Sebastião,Serviço,EPP,Masculino,35,Operações,Padronização de processos operacionais,2024-07-04,2025-01-02,44,73242.49,20405.43,1200.84,44,82809.13,19530.62,1438.15,78.5,9
590,Escritório Meridiano 3,Guará,Serviço,ME,Feminino,19,Finanças,Implementação de fluxo de caixa semanal,2025-11-11,2026-05-12,9,13371.17,3960.63,1045.62,9,20105.0,4761.0,1704.89,89.6,10
591,Boutique Cristal 3,Gama,Comércio,ME,Masculino,39,Pessoas,Estruturação de processo seletivo e onboarding,2025-10-19,2026-04-19,9,2202.95,1597.62,67.26,9,2491.11,1778.95,79.13,57.4,5
592,Consultoria do Planalto 3,Riacho Fundo,Serviço,ME,Masculino,49,Comercial,Consultoria em negociação com fornecedores e clientes,2024-09-04,2025-03-05,4,19580.45,7561.71,3004.68,5,24309.34,8775.35,3106.8,66.8,9
593,Studio Meridiano 3,Guará,Serviço,ME,Feminino,45,Comercial,Criação de script de atendimento comercial,2025-06-07,2025-12-06,6,8503.64,3010.37,915.54,6,11623.2,3389.44,1372.29,91.6,10
594,Clínica Meridiano 4,Recanto das Emas,Serviço,ME,Feminino,24,Operações,Consultoria em gestão da qualidade,2024-07-30,2025-01-28,8,3398.22,1053.68,293.07,7,2915.2,1011.92,271.9,25.3,4
595,Consultoria JK 4,Taguatinga,Serviço,ME,Feminino,27,Comercial,Implementação de funil de vendas estruturado,2024-07-24,2025-01-22,1,4528.37,1964.04,2564.34,1,3717.04,1734.25,1982.79,28.1,3
596,Academia Sol Nascente 2,Ceilândia,Serviço,ME,Feminino,40,Comercial,Treinamento de técnicas de vendas para a equipe,2025-06-21,2025-12-20,1,3001.13,1283.75,1717.38,1,3445.82,1412.98,2032.84,61.8,7
597,Papelaria do Cerrado,Núcleo Bandeirante,Comércio,ME,Masculino,29,Marketing,Desenvolvimento de identidade visual e branding,2025-09-30,2026-03-31,2,10066.08,6340.42,1862.83,1,8477.93,5600.78,2877.16,29.5,6
598,Mercearia das Águas Claras 3,Gama,Comércio,EPP,Feminino,39,Finanças,Plano de redução e renegociação de custos fixos,2025-10-29,2026-04-29,49,30521.57,21381.72,186.53,49,35995.9,25146.54,221.42,51.3,9
599,Papelaria Alvorada 3,Águas Claras,Comércio,ME,Feminino,23,Comercial,Implementação de funil de vendas estruturado,2024-12-20,2025-06-20,1,3608.5,2644.0,964.51,1,3923.97,2789.2,1134.76,64.6,7
600,Marcenaria Buriti,Gama,Indústria,ME,Masculino,32,Comercial,Plano de expansão de canais de venda,2025-12-16,2026-06-16,15,10812.41,5543.21,351.28,15,8249.24,4526.12,248.21,26.0,5
601,Salão JK 2,Ceilândia,Serviço,ME,Feminino,43,Marketing,Desenvolvimento de identidade visual e branding,2025-04-26,2025-10-25,8,6662.85,2103.75,569.89,8,7541.77,2157.27,673.06,69.8,8
602,Espaço Talento DF 4,Sobradinho,Serviço,ME,Feminino,28,Finanças,Consultoria em precificação e formação de preço de venda,2025-01-30,2025-07-31,9,6014.8,2160.28,428.28,9,6056.87,2171.76,431.68,50.4,5
603,Cerâmica Talento DF,Taguatinga,Indústria,ME,Masculino,47,Finanças,Consultoria em precificação e formação de preço de venda,2024-12-28,2025-06-28,11,10859.6,5773.76,462.35,11,14034.38,6634.38,672.73,89.3,9
604,Clínica Lago Sul 3,Sobradinho,Serviço,EPP,Feminino,20,Marketing,Estruturação de presença em redes sociais,2025-08-23,2026-02-21,31,53834.11,21657.24,1037.96,31,46465.76,20546.97,836.09,23.4,6
605,Distribuidora Cristal 2,Planaltina,Comércio,ME,Feminino,40,Finanças,Consultoria em precificação e formação de preço de venda,2025-01-13,2025-07-14,7,11629.54,7645.1,569.21,7,10709.64,7130.33,511.33,44.4,6
606,Distribuidora Ipê Amarelo 3,Samambaia,Comércio,ME,Feminino,38,Comercial,Plano de expansão de canais de venda,2025-01-25,2025-07-26,6,15909.61,9424.39,1080.87,6,20660.41,11225.23,1572.53,82.7,8
607,Oficina do Planalto 4,Ceilândia,Serviço,ME,Feminino,49,Marketing,Estruturação de presença em redes sociais,2025-01-23,2025-07-24,8,5469.43,1757.2,464.03,8,7149.81,2041.83,638.5,73.8,9
608,Studio Ipê Amarelo 4,Sobradinho,Serviço,ME,Masculino,46,Operações,Consultoria em gestão da qualidade,2024-12-12,2025-06-12,4,7858.19,3019.49,1209.67,4,8191.64,3158.68,1258.24,49.1,8
609,Studio JK 4,Taguatinga,Serviço,EPP,Feminino,40,Finanças,Consultoria em precificação e formação de preço de venda,2025-01-29,2025-07-30,47,125122.43,32617.77,1968.18,47,109407.44,33991.45,1604.6,13.9,3
610,Consultoria Meridiano 4,Ceilândia,Serviço,ME,Feminino,42,Operações,Implementação de controle de estoque,2024-06-15,2024-12-14,4,5464.35,1740.03,931.08,4,6922.4,1960.31,1240.52,73.5,8
611,Consultoria Cristal 3,Santa Maria,Serviço,EPP,Masculino,30,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-11-16,2026-05-17,19,62752.11,15890.04,2466.42,19,71585.17,17718.71,2835.08,53.8,6
612,Espaço Cristal 4,Plano Piloto,Serviço,ME,Masculino,43,Comercial,Consultoria em negociação com fornecedores e clientes,2024-10-31,2025-05-01,7,8821.87,3653.78,738.3,7,8360.31,3629.41,675.84,36.7,8
613,Ótica do Planalto 2,Plano Piloto,Comércio,EPP,Feminino,34,Operações,Padronização de processos operacionais,2025-02-28,2025-08-29,34,58064.28,33296.26,728.47,34,40674.67,24666.67,470.82,28.0,5
614,Ótica Candango 2,Samambaia,Comércio,ME,Feminino,44,Operações,Implementação de controle de estoque,2024-09-12,2025-03-13,1,5015.17,2835.78,2179.39,1,5087.82,2849.39,2238.43,53.6,7
615,Boutique Buriti 2,São Sebastião,Comércio,EPP,Masculino,25,Marketing,Plano de captação de clientes via marketing local,2025-04-24,2025-10-23,16,89103.0,63024.21,1629.92,15,79941.47,57347.5,1506.26,43.3,4
616,Assessoria do Cerrado 5,Samambaia,Serviço,EPP,Masculino,72,Marketing,Criação de plano de marketing digital,2024-11-11,2025-05-12,11,49630.02,13295.95,3303.1,10,39304.81,11484.92,2781.99,33.8,4
617,Salão Meridiano 4,Taguatinga,Serviço,ME,Masculino,38,Operações,Padronização de processos operacionais,2024-09-12,2025-03-13,6,6202.69,2399.53,633.86,6,6260.86,2253.93,667.82,67.9,9
